ring_id,ring_type,cycle_accounts,entity_count,composite_score,cluster_volume,description
RING-SYNTH-1533,SYNTHETIC_IDENTITY_MULE_RING,USR45300 -> USR45300,2,0.7,18705.0,"Duplicate PAN document shared across 2 customer profiles: Ishita Kashyap, Ishita Kashyap"
RING-SYNTH-1532,SYNTHETIC_IDENTITY_MULE_RING,USR17990 -> USR17990,2,0.7,18421.0,"Duplicate PAN document shared across 2 customer profiles: Liam Minhas, Liam Minhas"
RING-SYNTH-1531,SYNTHETIC_IDENTITY_MULE_RING,USR10561 -> USR10561,2,0.7,12847.56,"Duplicate PAN document shared across 2 customer profiles: Anusha Bhatnagar, Anusha Bhatnagar"
RING-SYNTH-1530,SYNTHETIC_IDENTITY_MULE_RING,USR93564 -> USR93564,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Wridesh Narain, Wridesh Narain"
RING-SYNTH-1529,SYNTHETIC_IDENTITY_MULE_RING,USR84581 -> USR84581,2,0.7,8646.03,"Duplicate PAN document shared across 2 customer profiles: Zarna Mandal, Zarna Mandal"
RING-SYNTH-1528,SYNTHETIC_IDENTITY_MULE_RING,USR41216 -> USR41216,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Inaya Merchant, Inaya Merchant"
RING-SYNTH-1527,SYNTHETIC_IDENTITY_MULE_RING,USR12530 -> USR12530,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Omaja Pai, Omaja Pai"
RING-SYNTH-1526,SYNTHETIC_IDENTITY_MULE_RING,USR68539 -> USR68539,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Arjun Hegde, Arjun Hegde"
RING-SYNTH-1525,SYNTHETIC_IDENTITY_MULE_RING,USR34003 -> USR34003,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chaitaly Bath, Chaitaly Bath"
RING-SYNTH-1500,SYNTHETIC_IDENTITY_MULE_RING,USR32614 -> USR32614,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Jagvi Bahl, Jagvi Bahl"
RING-SYNTH-1498,SYNTHETIC_IDENTITY_MULE_RING,USR49986 -> USR49986,2,0.7,13149.46,"Duplicate PAN document shared across 2 customer profiles: Mekhalabalasubramanian, Mekhalabalasubramanian"
RING-SYNTH-1453,SYNTHETIC_IDENTITY_MULE_RING,USR80501 -> USR80501,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Yashawini Upadhyay, Yashawini Upadhyay"
RING-SYNTH-1464,SYNTHETIC_IDENTITY_MULE_RING,USR14142 -> USR14142,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ria Bala, Ria Bala"
RING-SYNTH-1473,SYNTHETIC_IDENTITY_MULE_RING,USR68665 -> USR68665,2,0.7,16073.74,"Duplicate PAN document shared across 2 customer profiles: Yashvi Bains, Yashvi Bains"
RING-SYNTH-1472,SYNTHETIC_IDENTITY_MULE_RING,USR34473 -> USR34473,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chameli Desai, Chameli Desai"
RING-SYNTH-1471,SYNTHETIC_IDENTITY_MULE_RING,USR70670 -> USR70670,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Prishasehgal, Prishasehgal"
RING-SYNTH-1470,SYNTHETIC_IDENTITY_MULE_RING,USR83431 -> USR83431,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Manya Deep, Manya Deep"
RING-SYNTH-1469,SYNTHETIC_IDENTITY_MULE_RING,USR95954 -> USR95954,2,0.7,6094.0,"Duplicate PAN document shared across 2 customer profiles: Abha Dass, Abha Dass"
RING-SYNTH-1468,SYNTHETIC_IDENTITY_MULE_RING,USR37682 -> USR37682,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Avni Dugar, Avni Dugar"
RING-SYNTH-1467,SYNTHETIC_IDENTITY_MULE_RING,USR62251 -> USR62251,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Darpan Balakrishnan, Darpan Balakrishnan"
RING-SYNTH-1466,SYNTHETIC_IDENTITY_MULE_RING,USR20233 -> USR20233,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Yashodhara Om, Yashodhara Om"
RING-SYNTH-1465,SYNTHETIC_IDENTITY_MULE_RING,USR50127 -> USR50127,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Manbir Bandi, Manbir Bandi"
RING-SYNTH-1463,SYNTHETIC_IDENTITY_MULE_RING,USR65550 -> USR65550,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ishanvirajan, Ishanvirajan"
RING-SYNTH-1497,SYNTHETIC_IDENTITY_MULE_RING,USR52242 -> USR52242,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Tanvi Iyer, Tanvi Iyer"
RING-SYNTH-1462,SYNTHETIC_IDENTITY_MULE_RING,USR14366 -> USR14366,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Aradhana Iyer, Aradhana Iyer"
RING-SYNTH-1461,SYNTHETIC_IDENTITY_MULE_RING,USR83279 -> USR83279,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Frado Ahluwalia, Frado Ahluwalia"
RING-SYNTH-1460,SYNTHETIC_IDENTITY_MULE_RING,USR84026 -> USR84026,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Vedhika Choudhury, Vedhika Choudhury"
RING-SYNTH-1459,SYNTHETIC_IDENTITY_MULE_RING,USR59962 -> USR59962,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Logan Roy, Logan Roy"
RING-SYNTH-1458,SYNTHETIC_IDENTITY_MULE_RING,USR80737 -> USR80737,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Abeer Majumdar, Abeer Majumdar"
RING-SYNTH-1457,SYNTHETIC_IDENTITY_MULE_RING,USR69819 -> USR69819,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Zayyan Yadav, Zayyan Yadav"
RING-SYNTH-1456,SYNTHETIC_IDENTITY_MULE_RING,USR80202 -> USR80202,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Aadi Aurora, Aadi Aurora"
RING-SYNTH-1455,SYNTHETIC_IDENTITY_MULE_RING,USR92720 -> USR92720,2,0.7,15029.64,"Duplicate PAN document shared across 2 customer profiles: Ayush Balasubramanian, Ayush Balasubramanian"
RING-SYNTH-1454,SYNTHETIC_IDENTITY_MULE_RING,USR48177 -> USR48177,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Devansh Sarraf, Devansh Sarraf"
RING-SYNTH-1474,SYNTHETIC_IDENTITY_MULE_RING,USR12033 -> USR12033,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Raagini Bhatti, Raagini Bhatti"
RING-SYNTH-1475,SYNTHETIC_IDENTITY_MULE_RING,USR20624 -> USR20624,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Madhav Sane, Madhav Sane"
RING-SYNTH-1476,SYNTHETIC_IDENTITY_MULE_RING,USR39762 -> USR39762,2,0.7,28263.43,"Duplicate PAN document shared across 2 customer profiles: Ryan Balakrishnan, Ryan Balakrishnan"
RING-SYNTH-1477,SYNTHETIC_IDENTITY_MULE_RING,USR36921 -> USR36921,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Libni Padmanabhan, Libni Padmanabhan"
RING-SYNTH-1496,SYNTHETIC_IDENTITY_MULE_RING,USR17596 -> USR17596,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chasmum Dugar, Chasmum Dugar"
RING-SYNTH-1495,SYNTHETIC_IDENTITY_MULE_RING,USR35631 -> USR35631,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Lucky Bahri, Lucky Bahri"
RING-SYNTH-1494,SYNTHETIC_IDENTITY_MULE_RING,USR93079 -> USR93079,2,0.7,2884.12,"Duplicate PAN document shared across 2 customer profiles: Eiravati Mall, Eiravati Mall"
RING-SYNTH-1493,SYNTHETIC_IDENTITY_MULE_RING,USR71234 -> USR71234,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ganga Badal, Ganga Badal"
RING-SYNTH-1492,SYNTHETIC_IDENTITY_MULE_RING,USR21292 -> USR21292,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Manbir Vaidya, Manbir Vaidya"
RING-SYNTH-1491,SYNTHETIC_IDENTITY_MULE_RING,USR21568 -> USR21568,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Sanaya Srinivas, Sanaya Srinivas"
RING-SYNTH-1490,SYNTHETIC_IDENTITY_MULE_RING,USR92446 -> USR92446,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Nathaniel Kumar, Nathaniel Kumar"
RING-SYNTH-1489,SYNTHETIC_IDENTITY_MULE_RING,USR47325 -> USR47325,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Raksha Gala, Raksha Gala"
RING-SYNTH-1488,SYNTHETIC_IDENTITY_MULE_RING,USR63880 -> USR63880,2,0.7,22050.24,"Duplicate PAN document shared across 2 customer profiles: Zinal Kurian, Zinal Kurian"
RING-SYNTH-1487,SYNTHETIC_IDENTITY_MULE_RING,USR70274 -> USR70274,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Baghyawati Sawhney, Baghyawati Sawhney"
RING-SYNTH-1486,SYNTHETIC_IDENTITY_MULE_RING,USR35934 -> USR35934,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Upma Manda, Upma Manda"
RING-SYNTH-1485,SYNTHETIC_IDENTITY_MULE_RING,USR35202 -> USR35202,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Tanveer Purohit, Tanveer Purohit"
RING-SYNTH-1484,SYNTHETIC_IDENTITY_MULE_RING,USR94396 -> USR94396,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Onkar Jha, Onkar Jha"
RING-SYNTH-1483,SYNTHETIC_IDENTITY_MULE_RING,USR90351 -> USR90351,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Matthew Hari, Matthew Hari"
RING-SYNTH-1482,SYNTHETIC_IDENTITY_MULE_RING,USR43634 -> USR43634,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Dipta Manne, Dipta Manne"
RING-SYNTH-1481,SYNTHETIC_IDENTITY_MULE_RING,USR34917 -> USR34917,2,0.7,2212.0,"Duplicate PAN document shared across 2 customer profiles: Thomas Sharaf, Thomas Sharaf"
RING-SYNTH-1480,SYNTHETIC_IDENTITY_MULE_RING,USR85442 -> USR85442,2,0.7,24561.36,"Duplicate PAN document shared across 2 customer profiles: Damyanti Karpe, Damyanti Karpe"
RING-SYNTH-1479,SYNTHETIC_IDENTITY_MULE_RING,USR17662 -> USR17662,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Hritik Dugar, Hritik Dugar"
RING-SYNTH-1478,SYNTHETIC_IDENTITY_MULE_RING,USR56066 -> USR56066,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Krish Bhagat, Krish Bhagat"
RING-SYNTH-1358,SYNTHETIC_IDENTITY_MULE_RING,USR79878 -> USR79878,2,0.7,298.79,"Duplicate PAN document shared across 2 customer profiles: Noah Bali, Noah Bali"
RING-SYNTH-1356,SYNTHETIC_IDENTITY_MULE_RING,USR92492 -> USR92492,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Gopal Boase, Gopal Boase"
RING-SYNTH-1169,SYNTHETIC_IDENTITY_MULE_RING,USR33224 -> USR33224,2,0.7,8391.82,"Duplicate PAN document shared across 2 customer profiles: Aadhya Dash, Aadhya Dash"
RING-SYNTH-1227,SYNTHETIC_IDENTITY_MULE_RING,USR97500 -> USR97500,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Janani Badami, Janani Badami"
RING-SYNTH-1236,SYNTHETIC_IDENTITY_MULE_RING,USR37437 -> USR37437,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ishaan Nair, Ishaan Nair"
RING-SYNTH-1235,SYNTHETIC_IDENTITY_MULE_RING,USR23887 -> USR23887,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Nicholas Tak, Nicholas Tak"
RING-SYNTH-1234,SYNTHETIC_IDENTITY_MULE_RING,USR97705 -> USR97705,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Pavani Rajan, Pavani Rajan"
RING-SYNTH-1233,SYNTHETIC_IDENTITY_MULE_RING,USR14036 -> USR14036,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Janani Ben, Janani Ben"
RING-SYNTH-1232,SYNTHETIC_IDENTITY_MULE_RING,USR41559 -> USR41559,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Patrick Raval, Patrick Raval"
RING-SYNTH-1231,SYNTHETIC_IDENTITY_MULE_RING,USR73261 -> USR73261,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Omaja Parsa, Omaja Parsa"
RING-SYNTH-1230,SYNTHETIC_IDENTITY_MULE_RING,USR32572 -> USR32572,2,0.7,24316.0,"Duplicate PAN document shared across 2 customer profiles: Chandani Mutti, Chandani Mutti"
RING-SYNTH-1229,SYNTHETIC_IDENTITY_MULE_RING,USR19933 -> USR19933,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Bhavani Mallick, Bhavani Mallick"
RING-SYNTH-1228,SYNTHETIC_IDENTITY_MULE_RING,USR12173 -> USR12173,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ranbir Vasa, Ranbir Vasa"
RING-SYNTH-1226,SYNTHETIC_IDENTITY_MULE_RING,USR68490 -> USR68490,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Yamini Rattan, Yamini Rattan"
RING-SYNTH-1238,SYNTHETIC_IDENTITY_MULE_RING,USR82279 -> USR82279,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Oeshi Khanna, Oeshi Khanna"
RING-SYNTH-1225,SYNTHETIC_IDENTITY_MULE_RING,USR83882 -> USR83882,2,0.7,10662.76,"Duplicate PAN document shared across 2 customer profiles: Udant Dash, Udant Dash"
RING-SYNTH-1224,SYNTHETIC_IDENTITY_MULE_RING,USR20302 -> USR20302,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Jeet Pal, Jeet Pal"
RING-SYNTH-1223,SYNTHETIC_IDENTITY_MULE_RING,USR86994 -> USR86994,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Devika Modi, Devika Modi"
RING-SYNTH-1222,SYNTHETIC_IDENTITY_MULE_RING,USR61323 -> USR61323,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Veersalvi, Veersalvi"
RING-SYNTH-1221,SYNTHETIC_IDENTITY_MULE_RING,USR23682 -> USR23682,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Deepa Chaudhry, Deepa Chaudhry"
RING-SYNTH-1220,SYNTHETIC_IDENTITY_MULE_RING,USR30829 -> USR30829,2,0.7,19707.25,"Duplicate PAN document shared across 2 customer profiles: Reva Tella, Reva Tella"
RING-SYNTH-1219,SYNTHETIC_IDENTITY_MULE_RING,USR22043 -> USR22043,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Rishi Mitter, Rishi Mitter"
RING-SYNTH-1218,SYNTHETIC_IDENTITY_MULE_RING,USR98541 -> USR98541,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Advika Sabharwal, Advika Sabharwal"
RING-SYNTH-1217,SYNTHETIC_IDENTITY_MULE_RING,USR69091 -> USR69091,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Kiaan Pant, Kiaan Pant"
RING-SYNTH-1237,SYNTHETIC_IDENTITY_MULE_RING,USR69415 -> USR69415,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Omisha Vala, Omisha Vala"
RING-SYNTH-1239,SYNTHETIC_IDENTITY_MULE_RING,USR38295 -> USR38295,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Advik Ahluwalia, Advik Ahluwalia"
RING-SYNTH-1355,SYNTHETIC_IDENTITY_MULE_RING,USR40801 -> USR40801,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Timothy Chaudhry, Timothy Chaudhry"
RING-SYNTH-1251,SYNTHETIC_IDENTITY_MULE_RING,USR85961 -> USR85961,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Daniel Pant, Daniel Pant"
RING-SYNTH-1260,SYNTHETIC_IDENTITY_MULE_RING,USR81587 -> USR81587,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Aashi Das, Aashi Das"
RING-SYNTH-1259,SYNTHETIC_IDENTITY_MULE_RING,USR71200 -> USR71200,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Jacksonjaggi, Jacksonjaggi"
RING-SYNTH-1258,SYNTHETIC_IDENTITY_MULE_RING,USR18770 -> USR18770,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Lekha Khalsa, Lekha Khalsa"
RING-SYNTH-1257,SYNTHETIC_IDENTITY_MULE_RING,USR64977 -> USR64977,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Netra Batra, Netra Batra"
RING-SYNTH-1256,SYNTHETIC_IDENTITY_MULE_RING,USR25574 -> USR25574,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Baghyawati Varughese, Baghyawati Varughese"
RING-SYNTH-1255,SYNTHETIC_IDENTITY_MULE_RING,USR49173 -> USR49173,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Vrinda Sandhu, Vrinda Sandhu"
RING-SYNTH-1254,SYNTHETIC_IDENTITY_MULE_RING,USR53544 -> USR53544,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Daniel Gokhale, Daniel Gokhale"
RING-SYNTH-1253,SYNTHETIC_IDENTITY_MULE_RING,USR91949 -> USR91949,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Raksha Talwar, Raksha Talwar"
RING-SYNTH-1252,SYNTHETIC_IDENTITY_MULE_RING,USR90963 -> USR90963,2,0.7,8516.22,"Duplicate PAN document shared across 2 customer profiles: Rajeshri Agarwal, Rajeshri Agarwal"
RING-SYNTH-1250,SYNTHETIC_IDENTITY_MULE_RING,USR48403 -> USR48403,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Vanshatata, Vanshatata"
RING-SYNTH-1240,SYNTHETIC_IDENTITY_MULE_RING,USR10765 -> USR10765,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Harshil Mangal, Harshil Mangal"
RING-SYNTH-1249,SYNTHETIC_IDENTITY_MULE_RING,USR83570 -> USR83570,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Dalbir Dixit, Dalbir Dixit"
RING-SYNTH-1248,SYNTHETIC_IDENTITY_MULE_RING,USR11870 -> USR11870,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Charita Bhattacharyya, Charita Bhattacharyya"
RING-SYNTH-1247,SYNTHETIC_IDENTITY_MULE_RING,USR52417 -> USR52417,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Anvi Sidhu, Anvi Sidhu"
RING-SYNTH-1246,SYNTHETIC_IDENTITY_MULE_RING,USR22963 -> USR22963,2,0.7,324.69,"Duplicate PAN document shared across 2 customer profiles: Pushti Konda, Pushti Konda"
RING-SYNTH-1245,SYNTHETIC_IDENTITY_MULE_RING,USR27787 -> USR27787,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Harsh Bhatti, Harsh Bhatti"
RING-SYNTH-1244,SYNTHETIC_IDENTITY_MULE_RING,USR10052 -> USR10052,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Rohan Kothari, Rohan Kothari"
RING-SYNTH-1243,SYNTHETIC_IDENTITY_MULE_RING,USR73020 -> USR73020,2,0.7,5049.0,"Duplicate PAN document shared across 2 customer profiles: Chanchal Om, Chanchal Om"
RING-SYNTH-1242,SYNTHETIC_IDENTITY_MULE_RING,USR44810 -> USR44810,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Abhiram Lad, Abhiram Lad"
RING-SYNTH-1241,SYNTHETIC_IDENTITY_MULE_RING,USR34015 -> USR34015,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ishaan Walia, Ishaan Walia"
RING-SYNTH-1216,SYNTHETIC_IDENTITY_MULE_RING,USR85692 -> USR85692,2,0.7,19872.33,"Duplicate PAN document shared across 2 customer profiles: Neha Jaggi, Neha Jaggi"
RING-SYNTH-1215,SYNTHETIC_IDENTITY_MULE_RING,USR40163 -> USR40163,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Abhimanyu Edwin, Abhimanyu Edwin"
RING-SYNTH-1214,SYNTHETIC_IDENTITY_MULE_RING,USR58885 -> USR58885,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Dominic Sibal, Dominic Sibal"
RING-SYNTH-1180,SYNTHETIC_IDENTITY_MULE_RING,USR52969 -> USR52969,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Rajeshri Lad, Rajeshri Lad"
RING-SYNTH-1189,SYNTHETIC_IDENTITY_MULE_RING,USR16878 -> USR16878,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Harshil Chawla, Harshil Chawla"
RING-SYNTH-1188,SYNTHETIC_IDENTITY_MULE_RING,USR11309 -> USR11309,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ekapad Dora, Ekapad Dora"
RING-SYNTH-1187,SYNTHETIC_IDENTITY_MULE_RING,USR75009 -> USR75009,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Nathaniel Bose, Nathaniel Bose"
RING-SYNTH-1186,SYNTHETIC_IDENTITY_MULE_RING,USR43372 -> USR43372,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Robert Dhar, Robert Dhar"
RING-SYNTH-1185,SYNTHETIC_IDENTITY_MULE_RING,USR68337 -> USR68337,2,0.7,20947.26,"Duplicate PAN document shared across 2 customer profiles: Urvashi Patel, Urvashi Patel"
RING-SYNTH-1184,SYNTHETIC_IDENTITY_MULE_RING,USR64376 -> USR64376,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Zayan Prabhu, Zayan Prabhu"
RING-SYNTH-0789,SYNTHETIC_IDENTITY_MULE_RING,USR12958 -> USR12958,2,0.7,10924.0,"Duplicate PAN document shared across 2 customer profiles: Jagat Khatri, Jagat Khatri"
RING-SYNTH-1182,SYNTHETIC_IDENTITY_MULE_RING,USR27986 -> USR27986,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ekiya Chauhan, Ekiya Chauhan"
RING-SYNTH-1181,SYNTHETIC_IDENTITY_MULE_RING,USR68260 -> USR68260,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chaman Sur, Chaman Sur"
RING-SYNTH-1179,SYNTHETIC_IDENTITY_MULE_RING,USR18540 -> USR18540,2,0.7,8851.19,"Duplicate PAN document shared across 2 customer profiles: Ekavir Aggarwal, Ekavir Aggarwal"
RING-SYNTH-1213,SYNTHETIC_IDENTITY_MULE_RING,USR36317 -> USR36317,2,0.7,15251.46,"Duplicate PAN document shared across 2 customer profiles: Neelima Virk, Neelima Virk"
RING-SYNTH-1178,SYNTHETIC_IDENTITY_MULE_RING,USR71593 -> USR71593,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Aadhya Edwin, Aadhya Edwin"
RING-SYNTH-1177,SYNTHETIC_IDENTITY_MULE_RING,USR80313 -> USR80313,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Daniel Upadhyay, Daniel Upadhyay"
RING-SYNTH-1176,SYNTHETIC_IDENTITY_MULE_RING,USR10209 -> USR10209,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Samarth Dey, Samarth Dey"
RING-SYNTH-1175,SYNTHETIC_IDENTITY_MULE_RING,USR38498 -> USR38498,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Eta Narang, Eta Narang"
RING-SYNTH-1174,SYNTHETIC_IDENTITY_MULE_RING,USR27737 -> USR27737,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Nidra Gade, Nidra Gade"
RING-SYNTH-1173,SYNTHETIC_IDENTITY_MULE_RING,USR59027 -> USR59027,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ira Lata, Ira Lata"
RING-SYNTH-1172,SYNTHETIC_IDENTITY_MULE_RING,USR21611 -> USR21611,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Harinakshi Sharaf, Harinakshi Sharaf"
RING-SYNTH-1171,SYNTHETIC_IDENTITY_MULE_RING,USR15880 -> USR15880,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ojasvi Ram, Ojasvi Ram"
RING-SYNTH-1170,SYNTHETIC_IDENTITY_MULE_RING,USR14398 -> USR14398,2,0.7,4424.0,"Duplicate PAN document shared across 2 customer profiles: Lipika Kari, Lipika Kari"
RING-SYNTH-1190,SYNTHETIC_IDENTITY_MULE_RING,USR32618 -> USR32618,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chandani Banerjee, Chandani Banerjee"
RING-SYNTH-1191,SYNTHETIC_IDENTITY_MULE_RING,USR55701 -> USR55701,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Damini Goda, Damini Goda"
RING-SYNTH-1192,SYNTHETIC_IDENTITY_MULE_RING,USR41317 -> USR41317,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Radha Issac, Radha Issac"
RING-SYNTH-1193,SYNTHETIC_IDENTITY_MULE_RING,USR29116 -> USR29116,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Rishi Patla, Rishi Patla"
